Date,Channel,Campaign_Name,Device_Type,Geography,Traffic_Source,User_Type,Sessions,Unique_Visitors,Page_Views,Bounce_Rate,Average_Session_Duration,Conversion_Rate,Conversions,Cost,Revenue,ROI,Exit_Rate
03-04-2024,Direct,Remarketing,Mobile,Brazil,Email Newsletter,Returning Visitor,125,86,225,0.31,3.86,0.05,6,14.26,615.36,42.15,0.24
03-04-2024,Referral,Welcome_Series,Tablet,Japan,Facebook,New Visitor,98,66,177,0.45,4.14,0.02,2,44.61,247.53,4.55,0.37
03-04-2024,Organic Search,Welcome_Series,Tablet,UK,Facebook,New Visitor,265,203,671,0.34,4.89,0.02,4,72.93,349.3,3.79,0.24
03-04-2024,Organic Search,Holiday_Special,Tablet,UK,Email Newsletter,New Visitor,302,282,343,0.28,2.08,0.02,4,46.41,272.31,4.87,0.21
03-04-2024,Referral,None,Mobile,Brazil,Google,Returning Visitor,31,26,96,0.5,1.66,0.03,0,9.6,0,-1,0.36
03-04-2024,Direct,Remarketing,Mobile,Japan,Instagram,New Visitor,127,109,222,0.39,2.7,0.07,8,10.04,1132.54,111.79,0.28
03-04-2024,Paid Ads,Spring_Collection,Tablet,Brazil,Email Newsletter,Returning Visitor,117,83,371,0.48,3.36,0.03,3,193.67,375.2,0.94,0.36
03-04-2024,Social Media,Spring_Collection,Desktop,Japan,Bing,Returning Visitor,168,149,624,0.59,1.74,0.02,3,182.7,272.01,0.49,0.45
03-04-2024,Social Media,Summer_Sale,Desktop,Australia,Facebook,New Visitor,205,133,528,0.4,4.21,0.03,5,236.81,493.58,1.08,0.32
03-04-2024,Direct,Black_Friday,Desktop,Australia,Email Newsletter,New Visitor,115,99,214,0.38,2.99,0.05,5,10.44,547.4,51.44,0.34
03-04-2024,Direct,Welcome_Series,Tablet,Brazil,Instagram,Returning Visitor,45,40,118,0.38,4.34,0.07,3,4.57,394.11,85.24,0.34
03-04-2024,Social Media,Spring_Collection,Mobile,Australia,Instagram,Returning Visitor,206,141,243,0.65,2.54,0.03,6,212.75,415.21,0.95,0.46
03-04-2024,Social Media,None,Tablet,UK,LinkedIn,Returning Visitor,129,97,492,0.44,4.45,0.03,3,174.99,245.96,0.41,0.35
03-04-2024,Email Campaigns,None,Mobile,Australia,Google,New Visitor,113,94,273,0.35,5.11,0.07,7,80.02,560.33,6,0.31
03-04-2024,Referral,Welcome_Series,Mobile,USA,Direct,Returning Visitor,60,54,174,0.53,1.53,0.03,1,13.27,106.13,7,0.39
03-04-2024,Paid Ads,Summer_Sale,Tablet,UK,Bing,Returning Visitor,308,231,582,0.35,2.79,0.03,8,536.25,1018.87,0.9,0.27
03-04-2024,Organic Search,Remarketing,Mobile,UK,Facebook,New Visitor,397,358,1780,0.33,3.26,0.02,6,66.67,519.02,6.79,0.26
03-04-2024,Paid Ads,Remarketing,Desktop,Germany,Facebook,New Visitor,463,355,1086,0.45,2.35,0.04,19,791.34,1539.71,0.95,0.33
03-04-2024,Email Campaigns,None,Desktop,UK,Email Newsletter,New Visitor,158,101,220,0.4,1.55,0.04,6,84.16,544.07,5.46,0.32
04-04-2024,Email Campaigns,Spring_Collection,Tablet,Australia,LinkedIn,New Visitor,182,163,376,0.24,3.44,0.04,6,115.99,538.06,3.64,0.19
04-04-2024,Email Campaigns,Holiday_Special,Desktop,Japan,LinkedIn,New Visitor,136,103,331,0.3,2.31,0.04,5,60.17,425.73,6.08,0.26
04-04-2024,Referral,Black_Friday,Mobile,Germany,Bing,New Visitor,63,51,283,0.52,2.58,0.05,3,18.45,260.27,13.11,0.39
04-04-2024,Social Media,Remarketing,Tablet,Brazil,Google,Returning Visitor,281,214,801,0.67,1.3,0.01,2,264.34,141.11,-0.47,0.51
04-04-2024,Social Media,Welcome_Series,Desktop,France,Email Newsletter,Returning Visitor,174,153,361,0.54,1.3,0.04,6,185.69,361.91,0.95,0.43
04-04-2024,Organic Search,Holiday_Special,Mobile,Australia,Email Newsletter,New Visitor,548,369,615,0.43,1.4,0.03,14,137.8,1102.39,7,0.34
04-04-2024,Paid Ads,Welcome_Series,Tablet,Brazil,Bing,Returning Visitor,235,181,949,0.43,3.75,0.03,5,409.51,656.4,0.6,0.38
04-04-2024,Referral,Welcome_Series,Mobile,Germany,Instagram,Returning Visitor,55,49,56,0.49,4.01,0.04,2,12.9,136.44,9.58,0.41
04-04-2024,Organic Search,Holiday_Special,Desktop,USA,Bing,Returning Visitor,665,587,2944,0.2,6.35,0.03,17,150.33,1353.67,8,0.16
04-04-2024,Direct,Black_Friday,Desktop,Japan,Bing,Returning Visitor,128,100,251,0.37,2.31,0.05,6,16.62,620.37,36.32,0.31
04-04-2024,Referral,Summer_Sale,Desktop,Brazil,Facebook,Returning Visitor,39,34,45,0.52,2.63,0.03,1,19.16,68.03,2.55,0.38
04-04-2024,Direct,Holiday_Special,Tablet,Germany,LinkedIn,Returning Visitor,104,66,266,0.26,3.15,0.06,6,15.39,940.64,60.1,0.19
04-04-2024,Email Campaigns,Summer_Sale,Tablet,Brazil,Google,Returning Visitor,129,114,494,0.38,3.14,0.04,5,70.35,445,5.33,0.29
04-04-2024,Social Media,Remarketing,Mobile,France,Email Newsletter,Returning Visitor,97,84,427,0.45,1.41,0.02,1,99.32,79.59,-0.2,0.33
04-04-2024,Email Campaigns,Welcome_Series,Tablet,Australia,Twitter,Returning Visitor,124,91,615,0.34,2.69,0.07,8,40.95,623.26,14.22,0.26
04-04-2024,Social Media,Welcome_Series,Tablet,Canada,LinkedIn,New Visitor,223,176,786,0.6,1.55,0.02,5,210.1,318.24,0.52,0.53
04-04-2024,Organic Search,Welcome_Series,Mobile,Germany,Direct,Returning Visitor,440,381,977,0.45,4.24,0.01,5,47.39,597.77,11.61,0.33
04-04-2024,Social Media,None,Mobile,Canada,Instagram,Returning Visitor,142,128,317,0.65,0.98,0.04,5,142.21,399.1,1.81,0.56
04-04-2024,Organic Search,Remarketing,Mobile,USA,Instagram,Returning Visitor,386,236,1831,0.2,3.88,0.02,6,84.6,681.97,7.06,0.15
04-04-2024,Organic Search,Black_Friday,Mobile,UK,Bing,New Visitor,335,265,978,0.41,4.37,0.02,7,98.42,709.48,6.21,0.37
04-04-2024,Referral,Black_Friday,Tablet,France,Bing,Returning Visitor,52,38,57,0.53,3.37,0.04,1,13.13,70.09,4.34,0.39
04-04-2024,Email Campaigns,Remarketing,Tablet,France,Twitter,Returning Visitor,197,144,356,0.25,2.68,0.07,12,93.18,910.67,8.77,0.22
04-04-2024,Referral,Summer_Sale,Tablet,USA,Email Newsletter,New Visitor,81,72,179,0.27,5,0.04,3,32.4,195.2,5.03,0.21
04-04-2024,Referral,Summer_Sale,Tablet,France,Instagram,Returning Visitor,90,54,235,0.36,2.97,0.02,1,25.66,108.64,3.23,0.32
04-04-2024,Email Campaigns,Summer_Sale,Tablet,Japan,Bing,New Visitor,122,110,382,0.17,4.39,0.06,7,75.51,648.17,7.58,0.15
04-04-2024,Direct,Remarketing,Tablet,Canada,Facebook,Returning Visitor,47,38,135,0.27,5.06,0.05,2,4.43,262.19,58.14,0.22
04-04-2024,Social Media,Welcome_Series,Mobile,Germany,LinkedIn,New Visitor,100,67,450,0.69,2.27,0.04,3,110.36,237.11,1.15,0.5
04-04-2024,Direct,Black_Friday,Desktop,Germany,LinkedIn,Returning Visitor,119,95,191,0.27,2.69,0.05,6,5.96,565.47,93.93,0.24
05-04-2024,Direct,Remarketing,Desktop,France,Bing,New Visitor,54,34,109,0.22,1.63,0.05,2,5.1,309.73,59.74,0.17
05-04-2024,Email Campaigns,Spring_Collection,Mobile,France,LinkedIn,Returning Visitor,139,95,561,0.38,1.85,0.06,8,65.83,871.4,12.24,0.28
05-04-2024,Email Campaigns,Holiday_Special,Desktop,France,Twitter,Returning Visitor,93,79,172,0.3,5.14,0.05,4,53.1,320.16,5.03,0.23
05-04-2024,Direct,Summer_Sale,Tablet,France,Email Newsletter,New Visitor,128,119,284,0.39,1.74,0.08,9,10.06,1371.55,135.28,0.35
05-04-2024,Social Media,None,Tablet,UK,Email Newsletter,Returning Visitor,238,158,759,0.57,2.14,0.03,8,257.77,496.92,0.93,0.51
05-04-2024,Direct,None,Tablet,UK,LinkedIn,Returning Visitor,136,122,171,0.3,1.79,0.05,6,17.15,792.04,45.18,0.23
05-04-2024,Email Campaigns,Black_Friday,Tablet,Japan,LinkedIn,Returning Visitor,105,63,468,0.33,1.72,0.03,3,70.1,261.14,2.73,0.25
05-04-2024,Email Campaigns,Holiday_Special,Mobile,Germany,Direct,New Visitor,186,150,841,0.19,5.15,0.06,12,117.93,840.36,6.13,0.14
05-04-2024,Organic Search,Black_Friday,Desktop,Brazil,Facebook,New Visitor,258,227,601,0.39,3.38,0.01,2,32.83,186.22,4.67,0.33
05-04-2024,Organic Search,Holiday_Special,Desktop,USA,Direct,Returning Visitor,327,298,534,0.41,4.38,0.02,5,45.06,423.9,8.41,0.31
05-04-2024,Direct,Welcome_Series,Mobile,Japan,Twitter,New Visitor,68,45,76,0.25,2.89,0.04,3,6.54,426.25,64.16,0.18
05-04-2024,Organic Search,Summer_Sale,Tablet,France,LinkedIn,Returning Visitor,457,399,1157,0.47,3.78,0.03,12,123.15,1405.75,10.42,0.37
05-04-2024,Email Campaigns,Spring_Collection,Mobile,Brazil,LinkedIn,New Visitor,161,134,795,0.33,3.55,0.04,5,52.11,366.18,6.03,0.29
05-04-2024,Referral,Welcome_Series,Mobile,Brazil,Google,Returning Visitor,35,29,107,0.53,3.37,0.05,1,9.1,118.92,12.07,0.4
05-04-2024,Social Media,Summer_Sale,Desktop,Australia,Twitter,New Visitor,127,88,612,0.66,2.2,0.02,2,115.95,127.67,0.1,0.55
05-04-2024,Social Media,Holiday_Special,Tablet,Germany,Email Newsletter,New Visitor,95,85,198,0.62,0.84,0.04,3,141.87,212.64,0.5,0.46
05-04-2024,Organic Search,Remarketing,Tablet,Brazil,Instagram,New Visitor,444,301,1505,0.38,2.72,0.01,5,65.08,333.61,4.13,0.34
05-04-2024,Social Media,Black_Friday,Desktop,Germany,Direct,Returning Visitor,249,166,865,0.52,2.43,0.02,3,356.9,219.14,-0.39,0.44
05-04-2024,Email Campaigns,Holiday_Special,Tablet,UK,Google,New Visitor,175,120,240,0.35,1.85,0.05,9,129.98,899.74,5.92,0.26
05-04-2024,Organic Search,Holiday_Special,Tablet,Germany,Twitter,New Visitor,220,166,261,0.23,3.02,0.02,4,46.29,280.22,5.05,0.18
05-04-2024,Paid Ads,Welcome_Series,Desktop,USA,Email Newsletter,New Visitor,226,175,382,0.31,1.88,0.05,10,347.6,1030,1.96,0.26
05-04-2024,Social Media,Summer_Sale,Desktop,Canada,Google,New Visitor,118,110,361,0.53,3.56,0.01,1,170.22,50.64,-0.7,0.44
05-04-2024,Social Media,Spring_Collection,Tablet,Brazil,Bing,New Visitor,171,141,839,0.67,2.04,0.01,2,224.83,152.64,-0.32,0.47
05-04-2024,Social Media,Holiday_Special,Desktop,Japan,Direct,New Visitor,176,133,297,0.41,1.85,0.03,5,217.85,491.63,1.26,0.37
05-04-2024,Social Media,Summer_Sale,Mobile,Germany,Direct,Returning Visitor,297,209,1395,0.45,3.14,0.02,5,276.76,396.4,0.43,0.37
05-04-2024,Direct,Spring_Collection,Tablet,France,Email Newsletter,New Visitor,40,34,89,0.38,3.76,0.06,2,3.57,264.03,73.04,0.33
05-04-2024,Referral,Spring_Collection,Tablet,Australia,Instagram,New Visitor,84,58,256,0.3,4.81,0.04,3,38.48,350.23,8.1,0.24
05-04-2024,Social Media,None,Tablet,Japan,Facebook,New Visitor,139,111,633,0.5,2.79,0.03,4,135.71,338.82,1.5,0.4
05-04-2024,Paid Ads,Black_Friday,Desktop,Japan,Instagram,New Visitor,207,171,987,0.56,2.67,0.04,9,408.76,1008.5,1.47,0.5
05-04-2024,Paid Ads,None,Mobile,USA,Bing,New Visitor,130,109,340,0.32,5.07,0.02,3,334.32,433.37,0.3,0.27
05-04-2024,Social Media,Black_Friday,Tablet,USA,Twitter,Returning Visitor,157,103,563,0.68,2.46,0.04,5,201.35,343.33,0.71,0.59
05-04-2024,Paid Ads,Welcome_Series,Mobile,USA,Email Newsletter,Returning Visitor,448,301,842,0.4,3.38,0.04,18,886.57,1949.47,1.2,0.29
06-04-2024,Direct,Remarketing,Tablet,UK,Bing,Returning Visitor,98,87,488,0.33,2.13,0.08,7,14.17,890.54,61.86,0.28
06-04-2024,Referral,Summer_Sale,Mobile,Canada,Facebook,Returning Visitor,63,53,96,0.35,4.01,0.04,2,22.13,185.21,7.37,0.3
06-04-2024,Social Media,Spring_Collection,Mobile,USA,Email Newsletter,New Visitor,299,269,972,0.58,1.54,0.03,9,329.36,518.7,0.58,0.43
06-04-2024,Direct,Black_Friday,Mobile,Brazil,Email Newsletter,Returning Visitor,75,63,315,0.3,2.97,0.07,5,9.57,730.07,75.26,0.23
06-04-2024,Referral,Black_Friday,Desktop,Japan,Twitter,New Visitor,51,36,166,0.27,2.28,0.02,1,20.29,107.55,4.3,0.22
06-04-2024,Email Campaigns,Remarketing,Tablet,USA,Twitter,New Visitor,89,82,399,0.36,3.08,0.03,3,30.31,364.17,11.01,0.31
06-04-2024,Social Media,Spring_Collection,Mobile,Japan,LinkedIn,New Visitor,285,258,407,0.59,3.17,0.02,7,362.33,355.58,-0.02,0.49
06-04-2024,Referral,Summer_Sale,Desktop,Brazil,Google,New Visitor,60,47,207,0.5,1.22,0.03,1,28.35,69.14,1.44,0.44
06-04-2024,Email Campaigns,Welcome_Series,Mobile,Canada,LinkedIn,New Visitor,115,97,165,0.27,1.89,0.05,5,49.96,571.66,10.44,0.21
06-04-2024,Direct,None,Tablet,Australia,Email Newsletter,New Visitor,62,57,253,0.21,5.37,0.05,3,4.36,433.45,98.51,0.18
06-04-2024,Social Media,Remarketing,Mobile,UK,Google,Returning Visitor,237,191,1057,0.6,2.5,0.04,9,326.68,595.13,0.82,0.48
06-04-2024,Referral,Summer_Sale,Tablet,Germany,Instagram,Returning Visitor,86,63,203,0.3,4.86,0.03,2,21.57,162.64,6.54,0.25
06-04-2024,Social Media,Remarketing,Tablet,UK,LinkedIn,New Visitor,132,124,633,0.67,2.16,0.04,4,131.51,308.1,1.34,0.58
06-04-2024,Social Media,Remarketing,Mobile,USA,LinkedIn,Returning Visitor,239,157,809,0.68,0.73,0.02,3,244.38,190.59,-0.22,0.52
06-04-2024,Referral,Summer_Sale,Tablet,Australia,Direct,Returning Visitor,63,56,164,0.34,1.93,0.02,1,27.81,70.09,1.52,0.29
06-04-2024,Direct,Holiday_Special,Desktop,UK,Bing,Returning Visitor,126,85,548,0.21,2.95,0.06,7,15.67,794.33,49.7,0.16
06-04-2024,Email Campaigns,Summer_Sale,Tablet,UK,LinkedIn,Returning Visitor,60,54,279,0.34,5.25,0.06,3,38.45,299.31,6.79,0.3
06-04-2024,Referral,None,Desktop,Germany,Google,New Visitor,60,45,130,0.36,3.3,0.03,1,15.55,89.68,4.77,0.28
06-04-2024,Referral,Remarketing,Desktop,France,Email Newsletter,New Visitor,37,28,40,0.4,1.94,0.03,1,15.69,117.89,6.51,0.32
06-04-2024,Referral,Summer_Sale,Desktop,Canada,Facebook,New Visitor,79,57,147,0.38,2.02,0.03,2,17.9,185.2,9.35,0.31
06-04-2024,Referral,Spring_Collection,Desktop,Australia,Instagram,New Visitor,66,45,271,0.4,1.76,0.05,2,28.32,168.26,4.94,0.36
06-04-2024,Organic Search,Remarketing,Desktop,Germany,Direct,Returning Visitor,505,441,1874,0.29,4.3,0.02,10,143.45,658.75,3.59,0.23
06-04-2024,Direct,None,Mobile,Canada,Google,Returning Visitor,86,68,287,0.39,2.76,0.05,4,12.63,444.7,34.21,0.31
07-04-2024,Email Campaigns,Holiday_Special,Desktop,USA,Twitter,Returning Visitor,131,104,338,0.26,1.86,0.05,6,77.69,502.7,5.47,0.21
07-04-2024,Organic Search,Black_Friday,Mobile,Canada,Instagram,New Visitor,616,447,1930,0.25,2.55,0.02,11,116.47,682.9,4.86,0.19
07-04-2024,Organic Search,Holiday_Special,Mobile,Australia,Instagram,Returning Visitor,628,387,2780,0.29,4.56,0.02,10,172.75,741.81,3.29,0.23
07-04-2024,Direct,Summer_Sale,Tablet,France,Google,Returning Visitor,148,132,487,0.35,3.57,0.07,10,10.36,941.97,89.89,0.25
07-04-2024,Paid Ads,Holiday_Special,Tablet,USA,Direct,New Visitor,171,122,223,0.44,2.87,0.05,8,481.8,1179.2,1.45,0.38
07-04-2024,Social Media,None,Mobile,Japan,Twitter,Returning Visitor,276,252,797,0.66,0.72,0.02,4,270.06,278.43,0.03,0.5
07-04-2024,Direct,Spring_Collection,Mobile,Japan,Google,Returning Visitor,52,43,239,0.21,3.29,0.06,3,7.18,372.91,50.92,0.17
07-04-2024,Direct,None,Tablet,USA,Twitter,New Visitor,59,38,187,0.35,3.18,0.05,2,8.27,284.7,33.45,0.27
07-04-2024,Social Media,None,Tablet,Japan,LinkedIn,Returning Visitor,91,83,348,0.49,2.44,0.03,2,124.97,150.75,0.21,0.43
07-04-2024,Email Campaigns,Remarketing,Desktop,USA,Facebook,New Visitor,138,121,171,0.25,5.21,0.06,8,41.82,907.62,20.7,0.18
07-04-2024,Referral,Welcome_Series,Mobile,USA,Bing,New Visitor,71,45,351,0.3,4.27,0.03,2,21.97,190.81,7.69,0.24
07-04-2024,Paid Ads,Remarketing,Desktop,Australia,Email Newsletter,Returning Visitor,196,164,281,0.59,2.89,0.02,4,547.9,331.34,-0.4,0.47
07-04-2024,Email Campaigns,Spring_Collection,Desktop,Brazil,Direct,Returning Visitor,65,55,167,0.25,4.07,0.05,2,33.86,227.7,5.72,0.22
07-04-2024,Direct,Holiday_Special,Tablet,France,Direct,New Visitor,66,48,111,0.21,2.92,0.07,4,4.25,397.78,92.67,0.16
07-04-2024,Direct,None,Mobile,Germany,Bing,New Visitor,145,121,626,0.2,6.22,0.05,7,20.81,714.62,33.35,0.17
07-04-2024,Social Media,Remarketing,Tablet,Australia,Instagram,Returning Visitor,199,130,815,0.48,3.72,0.01,2,268.21,107.42,-0.6,0.4
07-04-2024,Paid Ads,None,Desktop,USA,Google,New Visitor,231,208,1028,0.34,2.1,0.05,10,507.69,1300.65,1.56,0.28
07-04-2024,Paid Ads,Holiday_Special,Desktop,Canada,Direct,New Visitor,207,172,619,0.39,2.46,0.03,5,603.58,617.22,0.02,0.29
07-04-2024,Referral,Holiday_Special,Tablet,Canada,Facebook,New Visitor,36,22,122,0.43,2.61,0.03,1,10.3,70.71,5.87,0.31
07-04-2024,Paid Ads,Spring_Collection,Tablet,USA,Email Newsletter,New Visitor,371,334,1602,0.35,1.6,0.04,13,1077.98,1713.61,0.59,0.3
07-04-2024,Social Media,Holiday_Special,Desktop,Canada,LinkedIn,Returning Visitor,281,198,639,0.49,3.91,0.02,5,319.54,268.26,-0.16,0.39
08-04-2024,Paid Ads,Welcome_Series,Desktop,France,Google,New Visitor,385,293,681,0.33,4.37,0.05,17,954.07,1373.41,0.44,0.25
08-04-2024,Email Campaigns,Black_Friday,Mobile,UK,Google,Returning Visitor,181,155,883,0.29,4.17,0.03,5,60.12,552.75,8.19,0.21
08-04-2024,Organic Search,Black_Friday,Tablet,Japan,Direct,Returning Visitor,577,464,1853,0.48,2.99,0.02,12,65.59,973.55,13.84,0.38
08-04-2024,Organic Search,Welcome_Series,Tablet,Australia,Google,Returning Visitor,437,389,901,0.24,3.16,0.03,11,97.8,1203.44,11.31,0.19
08-04-2024,Paid Ads,Black_Friday,Desktop,Australia,LinkedIn,Returning Visitor,116,90,539,0.52,3.82,0.04,4,269.17,594.73,1.21,0.45
08-04-2024,Referral,Holiday_Special,Mobile,UK,Bing,Returning Visitor,65,50,195,0.47,1.22,0.02,1,29.21,92.31,2.16,0.39
08-04-2024,Organic Search,Spring_Collection,Desktop,USA,LinkedIn,New Visitor,385,332,832,0.45,2.91,0.02,8,48.29,942.17,18.51,0.39
08-04-2024,Social Media,Remarketing,Desktop,Canada,Facebook,New Visitor,121,103,504,0.49,3.15,0.03,3,167.26,259.83,0.55,0.38
08-04-2024,Paid Ads,Summer_Sale,Desktop,USA,LinkedIn,New Visitor,131,112,554,0.3,2.08,0.03,4,356.11,480.99,0.35,0.22
08-04-2024,Social Media,Welcome_Series,Tablet,Japan,Google,Returning Visitor,241,181,935,0.66,1.52,0.04,9,343.46,489.51,0.43,0.56
08-04-2024,Direct,None,Tablet,USA,LinkedIn,Returning Visitor,94,82,163,0.28,4.34,0.07,6,4.8,782.71,162.19,0.2
08-04-2024,Referral,Holiday_Special,Mobile,Germany,Email Newsletter,New Visitor,93,61,258,0.38,1.88,0.04,3,44.43,337.27,6.59,0.27
08-04-2024,Social Media,Welcome_Series,Mobile,Canada,Email Newsletter,New Visitor,258,183,890,0.45,3.3,0.02,6,285.55,311.9,0.09,0.38
08-04-2024,Direct,Welcome_Series,Mobile,France,Google,Returning Visitor,132,94,361,0.3,2.77,0.04,5,13.73,601.06,42.78,0.26
08-04-2024,Direct,None,Desktop,Canada,Twitter,Returning Visitor,143,88,433,0.35,1.53,0.05,6,18.32,755.84,40.26,0.25
08-04-2024,Organic Search,Summer_Sale,Tablet,Japan,Instagram,New Visitor,573,535,1284,0.4,4.74,0.01,6,128.91,646.96,4.02,0.28
08-04-2024,Email Campaigns,Holiday_Special,Desktop,Japan,LinkedIn,Returning Visitor,138,91,585,0.35,3.35,0.06,8,90.3,836.3,8.26,0.29
08-04-2024,Organic Search,Remarketing,Tablet,Australia,Twitter,New Visitor,598,523,2591,0.2,4.78,0.02,14,115.94,1240.43,9.7,0.18
08-04-2024,Email Campaigns,None,Desktop,Brazil,Facebook,New Visitor,76,55,199,0.23,3.91,0.04,3,43.48,369.37,7.5,0.2
08-04-2024,Email Campaigns,Black_Friday,Mobile,Brazil,LinkedIn,Returning Visitor,71,62,192,0.32,1.4,0.05,3,55.04,250.2,3.55,0.22
08-04-2024,Email Campaigns,Summer_Sale,Tablet,USA,Email Newsletter,New Visitor,66,40,283,0.26,2.2,0.06,4,30.69,426.55,12.9,0.21
08-04-2024,Paid Ads,Spring_Collection,Mobile,Germany,Direct,New Visitor,221,208,274,0.5,1.91,0.04,9,544.11,826.8,0.52,0.4
08-04-2024,Organic Search,None,Tablet,UK,Bing,Returning Visitor,604,372,1604,0.4,3.99,0.02,9,146.99,971.32,5.61,0.28
09-04-2024,Social Media,Remarketing,Mobile,USA,Twitter,New Visitor,93,74,229,0.41,1.78,0.03,2,104.92,131.2,0.25,0.32
09-04-2024,Direct,Summer_Sale,Desktop,UK,Direct,Returning Visitor,50,38,232,0.37,3.33,0.05,2,6.83,302.78,43.34,0.32
09-04-2024,Paid Ads,Remarketing,Mobile,Brazil,Facebook,New Visitor,285,224,1236,0.56,3.46,0.04,10,562.59,1223.3,1.17,0.4
09-04-2024,Social Media,Holiday_Special,Tablet,UK,Instagram,Returning Visitor,272,169,1268,0.51,2.35,0.01,3,219.86,175.78,-0.2,0.4
09-04-2024,Email Campaigns,Spring_Collection,Mobile,Australia,Instagram,New Visitor,128,106,276,0.37,2.12,0.07,8,69.8,844.07,11.09,0.3
09-04-2024,Paid Ads,Remarketing,Mobile,Canada,Instagram,New Visitor,247,158,865,0.53,3.13,0.03,6,472.6,822.99,0.74,0.46
09-04-2024,Email Campaigns,Holiday_Special,Tablet,France,Direct,Returning Visitor,68,47,287,0.34,3.36,0.05,3,48.52,224.5,3.63,0.25
09-04-2024,Email Campaigns,Spring_Collection,Desktop,Germany,LinkedIn,Returning Visitor,144,94,370,0.36,3.27,0.04,5,103.08,531.75,4.16,0.27
09-04-2024,Paid Ads,Welcome_Series,Tablet,Canada,Instagram,Returning Visitor,162,106,416,0.3,1.94,0.03,4,481.24,393.26,-0.18,0.22
09-04-2024,Direct,Holiday_Special,Desktop,Australia,Direct,New Visitor,123,83,400,0.36,4.83,0.06,7,15.89,905.39,55.97,0.32
09-04-2024,Direct,Black_Friday,Tablet,Brazil,Email Newsletter,New Visitor,115,105,388,0.3,4.1,0.06,7,8.2,922.44,111.55,0.21
09-04-2024,Organic Search,Spring_Collection,Desktop,Canada,Direct,Returning Visitor,564,344,1726,0.44,3.67,0.02,10,117.98,845.61,6.17,0.37
09-04-2024,Email Campaigns,Summer_Sale,Mobile,Brazil,Twitter,Returning Visitor,198,122,907,0.2,5.25,0.05,10,153.56,1169.03,6.61,0.16
09-04-2024,Email Campaigns,Remarketing,Mobile,Brazil,LinkedIn,Returning Visitor,192,173,891,0.19,6.37,0.04,7,95.57,506.53,4.3,0.17
09-04-2024,Paid Ads,None,Mobile,Australia,Instagram,New Visitor,200,150,488,0.55,1.96,0.05,9,501.39,807.47,0.61,0.42
09-04-2024,Referral,Summer_Sale,Tablet,Japan,Bing,New Visitor,37,23,166,0.4,2.47,0.04,1,11.37,102.44,8.01,0.35
09-04-2024,Paid Ads,Black_Friday,Tablet,Australia,Email Newsletter,Returning Visitor,376,247,1588,0.31,2.16,0.05,17,965.92,2493.94,1.58,0.24
09-04-2024,Social Media,Welcome_Series,Desktop,Australia,Twitter,Returning Visitor,105,97,358,0.57,2.51,0.04,4,139.68,223.04,0.6,0.5
09-04-2024,Paid Ads,Welcome_Series,Desktop,Germany,LinkedIn,New Visitor,458,311,463,0.49,2.14,0.03,14,688.23,1537.74,1.23,0.38
09-04-2024,Referral,Summer_Sale,Desktop,France,Google,New Visitor,52,36,135,0.42,4.12,0.05,2,14.24,169.76,10.92,0.36
09-04-2024,Direct,Welcome_Series,Tablet,Brazil,Email Newsletter,New Visitor,101,94,316,0.3,1.65,0.06,6,10.83,931.23,85.02,0.22
09-04-2024,Social Media,Welcome_Series,Mobile,USA,LinkedIn,New Visitor,110,75,337,0.65,0.92,0.04,4,159.22,393.99,1.47,0.48
09-04-2024,Organic Search,Summer_Sale,Desktop,Canada,Twitter,New Visitor,333,214,1180,0.3,1.46,0.03,9,72.32,697.47,8.64,0.21
09-04-2024,Paid Ads,Black_Friday,Tablet,Australia,Bing,New Visitor,397,352,1411,0.45,1.31,0.04,17,859.76,2486.95,1.89,0.34
09-04-2024,Paid Ads,Spring_Collection,Mobile,UK,Twitter,Returning Visitor,459,422,1418,0.58,2.14,0.04,16,868.77,1475.93,0.7,0.46
09-04-2024,Organic Search,Remarketing,Desktop,UK,Direct,Returning Visitor,455,423,479,0.36,4.17,0.03,12,71.45,1420.36,18.88,0.25
09-04-2024,Organic Search,None,Desktop,Canada,Instagram,New Visitor,782,631,3495,0.49,2.08,0.02,16,81.78,1469.33,16.97,0.39
09-04-2024,Social Media,Spring_Collection,Tablet,France,Direct,New Visitor,254,223,683,0.58,1.45,0.03,6,333.89,372.19,0.12,0.42
09-04-2024,Organic Search,Welcome_Series,Tablet,France,Email Newsletter,New Visitor,726,595,3337,0.25,4.69,0.03,20,195.13,1277.58,5.55,0.2
09-04-2024,Social Media,Remarketing,Desktop,Canada,Facebook,New Visitor,120,109,385,0.55,3.2,0.04,4,121.65,259.05,1.13,0.47
09-04-2024,Organic Search,Summer_Sale,Desktop,France,Instagram,Returning Visitor,208,127,509,0.22,2.25,0.03,5,44.67,418.42,8.37,0.18
09-04-2024,Organic Search,None,Desktop,Brazil,Facebook,Returning Visitor,659,441,1286,0.31,3.31,0.02,14,106.37,1184.73,10.14,0.24
09-04-2024,Referral,Summer_Sale,Tablet,USA,Instagram,New Visitor,99,60,493,0.27,5.74,0.05,4,47.26,295.06,5.24,0.2
10-04-2024,Organic Search,Black_Friday,Tablet,Australia,LinkedIn,Returning Visitor,608,549,864,0.35,3.79,0.01,8,71.53,844.39,10.81,0.31
10-04-2024,Referral,None,Mobile,UK,Direct,Returning Visitor,99,90,457,0.5,3.01,0.03,3,26.5,260.1,8.82,0.39
